time,temperature_2m,apparent_temperature,relative_humidity_2m,precipitation_probability,wind_speed_10m,wind_gusts_10m,cloud_cover,uv_index,hour,city,country,continent,climate_group,latitude,longitude,timezone,activity,activity_score,comfort_distance,recommendation,season_block
2025-01-02 19:00:00,5.8,3.6,83,0.0,4.6,11.2,85,0.0,19,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,54.0,23.82,regular,enero
2025-01-02 20:00:00,5.0,2.6,85,0.0,5.0,10.1,91,0.0,20,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,24.9,regular,enero
2025-01-03 08:00:00,0.5,-1.9,93,0.0,1.2,2.5,88,0.0,8,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,31.86,regular,enero
2025-01-03 09:00:00,-0.1,-2.7,94,0.0,2.5,5.8,99,0.0,9,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,32.42,malo,enero
2025-01-03 10:00:00,0.0,-2.8,94,0.0,4.1,8.3,100,0.0,10,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,31.98,malo,enero
2025-01-03 11:00:00,0.9,-1.7,94,0.0,3.7,11.2,100,0.0,11,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,30.980000000000004,regular,enero
2025-01-03 12:00:00,2.3,-0.1,91,0.0,3.5,12.2,100,0.0,12,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,29.04,regular,enero
2025-01-03 13:00:00,4.0,1.8,84,0.0,2.2,12.2,100,0.0,13,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,54.0,26.56,regular,enero
2025-01-03 14:00:00,5.9,4.1,77,0.0,0.3,11.5,100,0.0,14,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,54.0,23.959999999999997,regular,enero
2025-01-03 15:00:00,7.1,5.2,77,0.0,2.5,11.5,100,0.0,15,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,72.0,22.08,bueno,enero
2025-01-03 16:00:00,7.9,5.9,75,0.0,3.9,14.0,100,0.0,16,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,72.0,20.64,bueno,enero
2025-01-03 17:00:00,8.1,6.4,75,0.0,1.7,12.2,100,0.0,17,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,72.0,20.84,bueno,enero
2025-01-03 18:00:00,7.4,5.8,82,0.0,2.2,7.2,100,0.0,18,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,72.0,22.28,bueno,enero
2025-01-03 19:00:00,6.1,4.6,89,0.0,0.8,5.0,100,0.0,19,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,24.819999999999997,regular,enero
2025-01-03 20:00:00,5.8,4.2,90,0.0,2.1,3.2,100,0.0,20,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,25.02,regular,enero
2025-01-04 08:00:00,3.0,0.7,98,0.0,4.0,9.7,100,0.0,8,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,28.799999999999997,regular,enero
2025-01-04 09:00:00,3.0,0.6,97,0.0,4.3,10.1,100,0.0,9,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,28.639999999999997,regular,enero
2025-01-04 10:00:00,3.0,0.6,98,0.0,4.5,11.2,100,0.0,10,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,28.7,regular,enero
2025-01-04 11:00:00,3.1,0.9,97,0.0,3.7,11.2,100,0.0,11,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,28.639999999999997,regular,enero
2025-01-04 12:00:00,3.8,1.8,96,0.0,2.2,10.4,100,0.0,12,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,27.999999999999996,regular,enero
2025-01-04 13:00:00,4.7,2.9,92,0.0,1.3,10.1,100,0.0,13,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,26.7,regular,enero
2025-01-04 14:00:00,5.3,3.7,89,0.0,0.7,9.4,100,0.0,14,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,25.799999999999997,regular,enero
2025-01-04 15:00:00,5.8,4.3,92,0.0,1.2,11.9,100,0.0,15,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,25.4,regular,enero
2025-01-04 16:00:00,6.3,4.8,89,0.0,1.4,9.0,100,0.0,16,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,24.459999999999994,regular,enero
2025-01-04 17:00:00,7.0,5.0,86,0.0,5.5,14.4,100,0.0,17,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,22.500000000000004,regular,enero
2025-01-04 18:00:00,7.4,5.1,85,0.0,8.1,19.8,100,0.0,18,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,67.0,22.240000000000002,bueno,enero
2025-01-04 19:00:00,7.5,5.7,84,0.0,4.0,18.4,100,0.0,19,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,72.0,21.999999999999996,bueno,enero
2025-01-04 20:00:00,6.0,4.5,91,0.0,1.6,8.6,100,0.0,20,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,24.98,regular,enero
2025-01-05 08:00:00,4.6,2.0,89,0.0,6.5,11.2,100,0.0,8,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,25.679999999999996,regular,enero
2025-01-05 09:00:00,5.2,2.4,85,0.0,8.1,15.8,100,0.0,9,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,24.880000000000003,regular,enero
2025-01-05 10:00:00,5.9,3.1,89,0.0,10.1,20.5,100,0.0,10,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,24.839999999999996,regular,enero
2025-01-05 11:00:00,6.7,4.0,92,0.0,10.9,24.5,100,0.0,11,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,24.34,regular,enero
2025-01-05 12:00:00,7.7,5.1,91,0.0,11.7,27.4,100,0.0,12,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,67.0,23.200000000000003,bueno,enero
2025-01-05 13:00:00,9.3,7.0,84,0.0,10.3,28.8,100,0.0,13,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,72.0,20.299999999999997,bueno,enero
2025-01-05 14:00:00,11.1,7.5,73,0.0,18.8,44.6,100,0.0,14,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,18.74,bueno,enero
2025-01-05 15:00:00,10.9,7.7,72,0.0,15.4,43.9,100,0.0,15,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,18.2,bueno,enero
2025-01-05 16:00:00,11.2,7.7,67,0.0,16.5,37.8,100,0.0,16,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,17.56,bueno,enero
2025-01-05 17:00:00,11.0,8.0,69,0.0,12.7,38.2,100,0.0,17,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,17.240000000000002,bueno,enero
2025-01-05 18:00:00,11.1,7.7,67,0.0,14.8,33.1,100,0.0,18,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,17.34,bueno,enero
2025-01-05 19:00:00,11.1,7.2,66,0.0,18.1,40.7,100,0.0,19,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,17.9,bueno,enero
2025-01-05 20:00:00,9.6,6.0,76,0.0,16.9,40.3,100,0.0,20,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,72.0,20.46,bueno,enero
2025-01-06 08:00:00,8.6,5.5,92,0.0,16.6,34.9,100,0.0,8,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,67.0,23.2,bueno,enero
2025-01-06 09:00:00,8.1,5.4,96,0.0,13.2,35.3,100,0.0,9,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,67.0,23.52,bueno,enero
2025-01-06 10:00:00,8.1,5.3,95,0.0,14.5,30.6,100,0.0,10,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,67.0,23.68,bueno,enero
2025-01-06 11:00:00,8.4,5.4,91,0.0,15.2,33.8,100,0.0,11,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,67.0,23.06,bueno,enero
2025-01-06 12:00:00,8.9,5.9,86,0.0,15.1,35.3,100,0.0,12,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,67.0,21.94,bueno,enero
2025-01-06 13:00:00,9.5,6.7,84,0.0,13.8,34.9,88,0.0,13,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,72.0,20.759999999999998,bueno,enero
2025-01-06 14:00:00,10.4,7.2,76,0.0,15.2,38.5,24,0.0,14,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,72.0,19.159999999999997,bueno,enero
2025-01-06 15:00:00,10.9,7.2,58,0.0,14.7,35.3,98,0.0,15,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,16.66,bueno,enero
2025-01-06 16:00:00,11.8,7.1,44,0.0,17.2,41.0,92,0.0,16,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,15.879999999999999,bueno,enero
2025-01-06 17:00:00,11.2,6.8,47,0.0,15.7,40.7,7,0.0,17,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,16.0,bueno,enero
2025-01-06 18:00:00,10.4,6.2,50,0.0,14.4,37.1,4,0.0,18,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,16.4,bueno,enero
2025-01-06 19:00:00,9.4,5.6,54,0.0,11.4,31.7,4,0.0,19,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,17.4,bueno,enero
2025-01-06 20:00:00,8.4,4.7,59,0.0,11.4,25.9,4,0.0,20,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,19.1,bueno,enero
2025-01-07 08:00:00,2.3,-1.1,84,0.0,8.8,19.8,15,0.0,8,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,54.0,28.399999999999995,regular,enero
2025-01-07 09:00:00,1.4,-2.0,92,0.0,8.4,19.1,53,0.0,9,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,30.2,regular,enero
2025-01-07 10:00:00,0.9,-2.4,97,0.0,8.4,19.1,98,0.0,10,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,31.3,regular,enero
2025-01-07 11:00:00,1.7,-1.3,95,0.0,6.8,18.7,85,0.0,11,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,29.82,regular,enero
2025-01-07 12:00:00,3.5,0.3,86,0.0,8.6,21.2,79,0.0,12,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,49.0,27.12,regular,enero
2025-01-07 13:00:00,5.1,1.9,77,0.0,9.2,27.0,61,0.0,13,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,54.0,24.419999999999998,regular,enero
2025-01-07 14:00:00,6.8,3.4,69,0.0,10.4,28.1,100,0.0,14,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,59.0,21.819999999999997,regular,enero
2025-01-07 15:00:00,8.6,4.5,63,0.0,15.2,37.4,76,0.0,15,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,20.02,bueno,enero
2025-01-07 16:00:00,8.1,3.8,70,0.0,18.9,44.6,100,0.0,16,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,77.0,22.06,bueno,enero
2025-01-07 17:00:00,7.4,3.5,81,0.0,18.0,45.0,100,0.0,17,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,72.0,23.82,bueno,enero
2025-01-07 18:00:00,7.7,5.0,81,0.0,9.3,40.0,95,0.0,18,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,72.0,21.720000000000002,bueno,enero
2025-01-07 19:00:00,7.9,5.0,81,0.0,11.3,25.2,100,0.0,19,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,72.0,21.88,bueno,enero
2025-01-07 20:00:00,8.2,5.1,81,0.0,13.7,31.3,100,0.0,20,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Turismo,72.0,22.0,bueno,enero
2025-01-01 06:00:00,-0.6,-3.1,90,0.0,0.7,6.1,15,0.0,6,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,37.160000000000004,malo,enero
2025-01-01 07:00:00,-0.9,-3.5,91,0.0,1.1,4.0,100,0.0,7,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,37.67,malo,enero
2025-01-01 08:00:00,-0.3,-2.7,90,0.0,0.2,3.6,100,0.0,8,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,36.81,malo,enero
2025-01-01 09:00:00,0.7,-1.7,89,0.0,0.9,1.8,100,0.0,9,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,35.03,malo,enero
2025-01-01 10:00:00,1.4,-1.0,91,0.0,2.3,4.3,100,0.0,10,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,33.980000000000004,malo,enero
2025-01-01 11:00:00,2.3,-0.2,92,0.0,3.6,7.9,100,0.0,11,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,32.51,malo,enero
2025-01-01 12:00:00,3.0,0.8,94,0.0,3.2,10.4,100,0.0,12,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,31.82,malo,enero
2025-01-01 13:00:00,4.2,2.2,90,0.0,2.0,11.5,100,0.0,13,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,29.700000000000003,regular,enero
2025-01-01 14:00:00,5.2,3.4,85,0.0,1.7,10.8,100,0.0,14,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,27.560000000000002,regular,enero
2025-01-01 15:00:00,7.2,5.4,76,0.0,1.6,10.8,13,0.0,15,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,63.5,23.32,regular,enero
2025-01-01 16:00:00,7.8,6.0,74,0.0,1.7,11.9,1,0.0,16,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,63.5,22.119999999999997,regular,enero
2025-01-01 17:00:00,7.9,6.1,73,0.0,2.2,10.8,5,0.0,17,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,63.5,21.729999999999997,regular,enero
2025-01-01 18:00:00,7.6,5.8,76,0.0,1.5,10.4,18,0.0,18,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,63.5,22.740000000000002,regular,enero
2025-01-01 19:00:00,5.6,3.4,84,0.0,3.6,7.6,1,0.0,19,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,26.440000000000005,regular,enero
2025-01-01 20:00:00,4.4,2.5,87,0.0,1.5,7.6,6,0.0,20,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,29.08,regular,enero
2025-01-01 21:00:00,3.3,1.2,92,0.0,2.6,3.6,17,0.0,21,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,31.209999999999994,malo,enero
2025-01-02 06:00:00,-0.1,-2.7,94,0.0,2.0,4.0,28,0.0,6,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,36.71000000000001,malo,enero
2025-01-02 07:00:00,-0.6,-3.1,95,0.0,1.5,4.7,25,0.0,7,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,37.70000000000001,malo,enero
2025-01-02 08:00:00,-0.8,-3.5,95,0.0,2.2,5.8,15,0.0,8,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,37.86000000000001,malo,enero
2025-01-02 09:00:00,-1.0,-3.5,95,0.0,0.7,5.8,14,0.0,9,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,38.46,malo,enero
2025-01-02 10:00:00,-0.9,-3.4,95,0.0,1.5,3.2,43,0.0,10,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,38.15,malo,enero
2025-01-02 11:00:00,1.1,-1.3,91,0.0,1.5,6.8,99,0.0,11,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,34.59,malo,enero
2025-01-02 12:00:00,2.5,0.3,88,0.0,1.9,8.3,100,0.0,12,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,31.990000000000002,malo,enero
2025-01-02 13:00:00,3.8,1.4,88,0.0,4.0,13.0,100,0.0,13,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,29.619999999999997,malo,enero
2025-01-02 14:00:00,4.7,2.4,89,0.0,4.6,15.8,100,0.0,14,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,28.290000000000006,regular,enero
2025-01-02 15:00:00,7.2,5.0,80,0.0,4.9,16.6,37,0.0,15,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,23.22,regular,enero
2025-01-02 16:00:00,8.2,5.9,75,0.0,6.1,18.7,34,0.0,16,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,63.5,21.22,regular,enero
2025-01-02 17:00:00,8.6,6.0,71,0.0,7.1,19.8,68,0.0,17,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,63.5,20.260000000000005,regular,enero
2025-01-02 18:00:00,8.2,6.0,73,0.0,5.1,19.1,47,0.0,18,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,63.5,20.740000000000002,regular,enero
2025-01-02 19:00:00,5.8,3.6,83,0.0,4.6,11.2,85,0.0,19,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,25.799999999999997,regular,enero
2025-01-02 20:00:00,5.0,2.6,85,0.0,5.0,10.1,91,0.0,20,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,27.200000000000003,regular,enero
2025-01-02 21:00:00,4.0,1.5,87,0.0,4.6,9.7,96,0.0,21,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,29.060000000000002,malo,enero
2025-01-03 06:00:00,1.4,-0.8,94,0.0,1.1,2.9,99,0.0,6,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,34.64,malo,enero
2025-01-03 07:00:00,0.6,-1.7,94,0.0,0.8,4.3,99,0.0,7,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,35.900000000000006,malo,enero
2025-01-03 08:00:00,0.5,-1.9,93,0.0,1.2,2.5,88,0.0,8,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,35.83,malo,enero
2025-01-03 09:00:00,-0.1,-2.7,94,0.0,2.5,5.8,99,0.0,9,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,36.61000000000001,malo,enero
2025-01-03 10:00:00,0.0,-2.8,94,0.0,4.1,8.3,100,0.0,10,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,36.14,malo,enero
2025-01-03 11:00:00,0.9,-1.7,94,0.0,3.7,11.2,100,0.0,11,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,34.870000000000005,malo,enero
2025-01-03 12:00:00,2.3,-0.1,91,0.0,3.5,12.2,100,0.0,12,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,32.38999999999999,malo,enero
2025-01-03 13:00:00,4.0,1.8,84,0.0,2.2,12.2,100,0.0,13,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,29.119999999999997,malo,enero
2025-01-03 14:00:00,5.9,4.1,77,0.0,0.3,11.5,100,0.0,14,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,63.5,25.67,regular,enero
2025-01-03 15:00:00,7.1,5.2,77,0.0,2.5,11.5,100,0.0,15,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,63.5,23.43,regular,enero
2025-01-03 16:00:00,7.9,5.9,75,0.0,3.9,14.0,100,0.0,16,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,63.5,21.669999999999995,regular,enero
2025-01-03 17:00:00,8.1,6.4,75,0.0,1.7,12.2,100,0.0,17,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,63.5,21.810000000000002,regular,enero
2025-01-03 18:00:00,7.4,5.8,82,0.0,2.2,7.2,100,0.0,18,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,23.739999999999995,regular,enero
2025-01-03 19:00:00,6.1,4.6,89,0.0,0.8,5.0,100,0.0,19,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,26.950000000000003,regular,enero
2025-01-03 20:00:00,5.8,4.2,90,0.0,2.1,3.2,100,0.0,20,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,27.279999999999994,regular,enero
2025-01-03 21:00:00,5.2,3.6,91,0.0,1.1,4.3,51,0.0,21,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,28.520000000000003,regular,enero
2025-01-04 06:00:00,3.0,0.9,99,0.0,3.3,9.0,100,0.0,6,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,32.5,malo,enero
2025-01-04 07:00:00,3.0,0.9,99,0.0,3.6,9.4,100,0.0,7,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,32.44,malo,enero
2025-01-04 08:00:00,3.0,0.7,98,0.0,4.0,9.7,100,0.0,8,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,32.22,malo,enero
2025-01-04 09:00:00,3.0,0.6,97,0.0,4.3,10.1,100,0.0,9,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,32.02,malo,enero
2025-01-04 10:00:00,3.0,0.6,98,0.0,4.5,11.2,100,0.0,10,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,32.12,malo,enero
2025-01-04 11:00:00,3.1,0.9,97,0.0,3.7,11.2,100,0.0,11,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,31.990000000000002,malo,enero
2025-01-04 12:00:00,3.8,1.8,96,0.0,2.2,10.4,100,0.0,12,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,34.0,31.099999999999994,malo,enero
2025-01-04 13:00:00,4.7,2.9,92,0.0,1.3,10.1,100,0.0,13,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,29.369999999999997,regular,enero
2025-01-04 14:00:00,5.3,3.7,89,0.0,0.7,9.4,100,0.0,14,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,28.169999999999995,regular,enero
2025-01-04 15:00:00,5.8,4.3,92,0.0,1.2,11.9,100,0.0,15,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,27.739999999999995,regular,enero
2025-01-04 16:00:00,6.3,4.8,89,0.0,1.4,9.0,100,0.0,16,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,26.529999999999994,regular,enero
2025-01-04 17:00:00,7.0,5.0,86,0.0,5.5,14.4,100,0.0,17,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,24.439999999999998,regular,enero
2025-01-04 18:00:00,7.4,5.1,85,0.0,8.1,19.8,100,0.0,18,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,24.22,regular,enero
2025-01-04 19:00:00,7.5,5.7,84,0.0,4.0,18.4,100,0.0,19,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,23.509999999999998,regular,enero
2025-01-04 20:00:00,6.0,4.5,91,0.0,1.6,8.6,100,0.0,20,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,27.22,regular,enero
2025-01-04 21:00:00,5.1,3.7,95,0.0,0.2,4.0,100,0.0,21,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,29.410000000000004,regular,enero
2025-01-05 06:00:00,4.1,2.1,99,0.0,3.2,5.8,100,0.0,6,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,30.869999999999997,regular,enero
2025-01-05 07:00:00,4.2,2.1,95,0.0,4.6,8.3,100,0.0,7,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,29.880000000000003,regular,enero
2025-01-05 08:00:00,4.6,2.0,89,0.0,6.5,11.2,100,0.0,8,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,28.660000000000004,regular,enero
2025-01-05 09:00:00,5.2,2.4,85,0.0,8.1,15.8,100,0.0,9,Madrid,España,Europa,templado_urbano,40.4165,-3.70256,Europe/Madrid,Deporte,56.5,27.520000000000003,regular,enero
